ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000547_ACX68640.1	transposase	Streptococcus salivarius	Streptococcus	#FF9999	MIBiG	#0676BE	BGC0000547	7201..8019	7201	8019	+	RiPP	#4169E1					salivaricin 9	100			orphan	
BGC0000794_AAR99616.1	putative_transposase	Geobacillus stearothermophilus	Geobacillus	#FFCC99	MIBiG	#0676BE	BGC0000794	19308..19862	19308	19862	+	Saccharide	#FF7D25					S-layer glycan	100			orphan	
BGC0001555_YP_002539321.1	transposase,_putative	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	32287..33309	32287	33309	-	RiPP	#4169E1					colicin V	100			orphan	
BGC0001707_AQM75225.1	transposase	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001707	2983..4077	2983	4077	+	RiPP	#4169E1					nosiheptide	100			orphan	
fig|6666666.871044.peg.4702	cds928967_930221	Streptomyces sp. CC210A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	9.6	13046..14299	13046	14299	+	RiPP	#4169E1					fredericamycin A	6	complete	1396	orphan	
BGC0000994_AAF86383.1	FkbR1	Streptomyces hygroscopicus subsp. ascomyceticus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000994	4595..5488	4595	5488	-	NRP	#2E8B57	Polyketide	#F4A460			FR-900520	100			orphan	
fig|6666666.871043.peg.5531	cds437689_438658	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	20.4	6014..6982	6014	6982	+	NRP	#2E8B57	Terpene	#800080	Other	#191970	lobosamide A / lobosamide B / lobosamide C	4	complete	1515	orphan	
BGC0000429_AEA30291.1	putative_DNA-binding_protein	Streptomyces sp. Acta 2897	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000429	84713..85858	84713	85858	-	NRP	#2E8B57	Polyketide	#F4A460			RP-1776	100			orphan	
fig|6666666.871048.peg.5040	cds397537_398497	Streptomyces sp. KL122B	Streptomyces	#3333FF	Calakmul	#FFFF00	8.3	54674..55633	54674	55633	+	NRP	#2E8B57	RiPP	#4169E1	Other	#191970	atratumycin	36	complete	1621	orphan	
fig|6666666.867961.peg.3429	cds118797_119397	Streptomyces_H-KF8 sp.	Streptomyces	#3333FF	Chile	#FF6600	6.1	45354..45953	45354	45953	+	NRP	#2E8B57	Polyketide	#F4A460	Other	#191970	sceliphrolactam	12	complete	909	orphan	
fig|1883.2532.peg.5594	cds30160_30841	Streptomyces sp CC53	Streptomyces	#3333FF	CuatroCienegas	#66FF66	237.1	2900..3580	2900	3580	-	RiPP	#4169E1						0	complete	899	orphan	
fig|6666666.871044.peg.2195	cds2168007_2168688	Streptomyces sp. CC210A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	5.6	31203..31883	31203	31883	+	RiPP	#4169E1						0	complete	907	orphan	
BGC0000065_ADE22346.1	transcriptional_regulator	Streptomyces galbus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000065	31383..32459	31383	32459	-	Polyketide	#F4A460					rustmicin	100			orphan	
fig|1883.2474.peg.3669	cds380471_381515	Streptomyces sp KL116D	Streptomyces	#3333FF	Calakmul	#FFFF00	49.2	18642..19685	18642	19685	-	Terpene	#800080					carotenoid	63	complete	700	orphan	
fig|6666666.540227.peg.4269	cds103380_104403	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	39.1	17175..18197	17175	18197	+	NRP	#2E8B57	Terpene	#800080			atratumycin	5	complete	1132	orphan	
fig|6666666.540613.peg.5979	cds503957_504980	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	40.1	81921..82943	81921	82943	-	NRP	#2E8B57	Terpene	#800080			nocobactin NA	37	complete	1203	orphan	
fig|6666666.871043.peg.3169	cds536658_537681	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	2.2	17579..18601	17579	18601	+	NRP	#2E8B57	Terpene	#800080			nocobactin NA	37	complete	1180	orphan	
BGC0002011_WP_020636806.1	hypothetical_protein	Amycolatopsis alba DSM 44262	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0002011	11051..12085	11051	12085	-	Polyketide	#F4A460					ansacarbamitocin A	100			orphan	
BGC0000336_AAX31566.1	probable_regulatory_protein	Streptomyces filamentosus NRRL 11379	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000336	106688..107713	106688	107713	+	NRP	#2E8B57					daptomycin	100			orphan	
BGC0001942_AYJ71724.1	LuxR_family_transcriptional_regulator	Streptomyces rimosus subsp. paromomycinus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001942	31403..32431	31403	32431	-	NRP	#2E8B57	Polyketide	#F4A460			malonomycin	100			orphan	
BGC0000406_CAJ14055.1	regulatory_protein	Streptomyces viridochromogenes	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000406	34483..35388	34483	35388	+	NRP	#2E8B57					phosphinothricintripeptide	100			orphan	
fig|6666666.737887.peg.2405	cds258913_259897	Streptomyces sp CC208A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	2.2	33630..34613	33630	34613	-	NRP	#2E8B57					ulleungmycin	8	complete	1277	orphan	
fig|6666666.540621.peg.4508	cds107831_108536	Nocardiopsis sp. CC223A	Nocardiopsis	#00CC99	CuatroCienegas	#66FF66	95.1	3177..3881	3177	3881	+	Terpene	#800080					isorenieratene	100	complete	765	orphan	
fig|6666666.737888.peg.5102	cds369701_370772	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	60.3	66133..67203	66133	67203	+	Polyketide	#F4A460	RiPP	#4169E1			LL-D49194Î±1 (LLD)	18	complete	2174	orphan	
