ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000466_ADZ13562.1	YtkR8	Streptomyces sp. TP-A2060	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000466	33406..34323	33406	34323	-	NRP	#2E8B57					yatakemycin	100			orphan	
BGC0001055_CAJ87568.1	hypothetical_protein	Escherichia coli	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001055	1357..2088	1357	2088	+	NRP	#2E8B57	Polyketide	#F4A460			yersiniabactin	100			orphan	
BGC0000547_ACX68640.1	transposase	Streptococcus salivarius	Streptococcus	#FF9999	MIBiG	#0676BE	BGC0000547	7201..8019	7201	8019	+	RiPP	#4169E1					salivaricin 9	100			orphan	
BGC0001891_ACL77553.1	transcriptional_regulator,_AraC_family	Ruminiclostridium cellulolyticum H10	Ruminiclostridium	#FFFFFF	MIBiG	#0676BE	BGC0001891	5549..6412	5549	6412	-	Other	#191970					closthioamide	100			orphan	
BGC0000087_CAQ64716.1	AraC_family_transcriptional_regulator	Streptomyces lasaliensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000087	99585..100478	99585	100478	-	Polyketide	#F4A460					lasalocid	100			orphan	
BGC0001523_ARM20296.1	AraC-family_transcriptional_regulator	Streptomyces sp. 211726	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001523	126417..127283	126417	127283	-	Polyketide	#F4A460					azalomycin F3a	100			orphan	
BGC0001700_AUO16420.1	AraC-family_transcriptional_regulator	Streptomyces sp. IMB7-145	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001700	131314..132180	131314	132180	-	Polyketide	#F4A460					niphimycins C-E	100			orphan	
fig|56099.17.peg.7200	cds720004_720283	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	26.6	17697..17975	17697	17975	+	NRP	#2E8B57	Polyketide	#F4A460	Saccharide	#CC3300	stigmatellin	40	complete	2510	orphan	
fig|6666666.737891.peg.6773	cds542988_543732	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	14.2	43676..44419	43676	44419	-	NRP	#2E8B57	Polyketide	#F4A460			neocarzilin A / neocarzilin B	50	complete	2382	orphan	
BGC0000033_AAM70331.1	CalR7	Micromonospora echinospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000033	48717..49559	48717	49559	+	Polyketide	#F4A460					calicheamicin	100			orphan	
fig|6666666.737892.peg.5267	cds188009_188807	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	68.1	58737..59534	58737	59534	-	NRP	#2E8B57	Polyketide	#F4A460			collismycin A	74	complete	2415	orphan	
BGC0001693_ARD70856.1	AraC_family_transcriptional_regulator	Micromonospora echinospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001693	6049..6897	6049	6897	+	Polyketide	#F4A460					nenestatin	100			orphan	
BGC0000240_AHZ61842.1	AraC_transcriptional_regulator	Salinispora pacifica	Salinispora	#FF9966	MIBiG	#0676BE	BGC0000240	7477..8310	7477	8310	+	Polyketide	#F4A460	Saccharide	#FF7D25			lomaiviticin A/lomaiviticin C/lomaiviticin D/lomaiviticin E	100			orphan	
BGC0000241_ABP54631.1	transcriptional_regulator,_AraC_family	Salinispora tropica CNB-440	Salinispora	#FF9966	MIBiG	#0676BE	BGC0000241	7467..8312	7467	8312	+	Polyketide	#F4A460	Saccharide	#FF7D25			lomaiviticin A/lomaiviticin C/lomaiviticin D/lomaiviticin E	100			orphan	
BGC0000081_AFV52208.1	transcriptional_regulator	Streptoalloteichus sp. ATCC 53650	Streptoalloteichus	#66FFCC	MIBiG	#0676BE	BGC0000081	129934..130710	129934	130710	+	Polyketide	#F4A460					kedarcidin	100			orphan	
BGC0001503_ATV95650.1	regulatory_protein	Amycolatopsis sp.	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001503	80321..81241	80321	81241	-	Polyketide	#F4A460					amycolamycin A/amycolamycin B	100			orphan	
fig|6666666.737891.peg.6784	cds571768_572509	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	14.2	72456..73196	72456	73196	-	NRP	#2E8B57	Polyketide	#F4A460			neocarzilin A / neocarzilin B	50	complete	2382	orphan	
BGC0000081_AFV52137.1	AraC-like_transcriptional_regulator	Streptoalloteichus sp. ATCC 53650	Streptoalloteichus	#66FFCC	MIBiG	#0676BE	BGC0000081	35246..36022	35246	36022	+	Polyketide	#F4A460					kedarcidin	100			orphan	
BGC0000150_ABP55137.1	transcriptional_regulator,_AraC_family	Salinispora tropica CNB-440	Salinispora	#FF9966	MIBiG	#0676BE	BGC0000150	1558..2343	1558	2343	+	NRP	#2E8B57	Polyketide	#F4A460			sporolide A/sporolide B	100			orphan	
