ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000446_CDG76949.1	Glycine_cleavage_system_transcriptional_activator_GcvA	Klebsiella oxytoca	Klebsiella	#0099FF	MIBiG	#0676BE	BGC0000446	4283..5188	4283	5188	+	NRP	#2E8B57					tilivalline/9-deoxy tilivalline/dihydroxy tilivalline/dehydro tilivalline/dihydroxy-dehydro tilivalline	100			orphan	
BGC0001805_CDG76949.1	Glycine_cleavage_system_transcriptional_activator_GcvA	Klebsiella oxytoca	Klebsiella	#0099FF	MIBiG	#0676BE	BGC0001805	4283..5188	4283	5188	+	NRP	#2E8B57					tilivalline	100			orphan	
BGC0000926_ADB43066.1	putative_transcriptional_regulator	Bacillus subtilis subsp. spizizenii ATCC 6633	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0000926	13954..14844	13954	14844	-	Other	#191970					rhizocticin A	100			orphan	
fig|6666666.737891.peg.7859	cds15645_16668	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	10.1	653..1675	653	1675	+	Polyketide	#F4A460						0	complete	1452	orphan	
BGC0000238_ABX71122.1	Lct39	Streptomyces rishiriensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000238	39831..40829	39831	40829	-	Polyketide	#F4A460					lactonamycin	100			orphan	
BGC0000172_ERM18782.1	hypothetical_protein	Brevibacillus laterosporus PE36	Brevibacillus	#6600CC	MIBiG	#0676BE	BGC0000172	1..1332	1	1332	-	Polyketide	#F4A460					basiliskamide A/basiliskamide B	100			orphan	
BGC0000433_CAE02637.1	transcriptional_regulator_containing_an_aminotransferase_domain	Bacillus velezensis FZB42	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0000433	37800..39110	37800	39110	+	NRP	#2E8B57					surfactin	100			orphan	
BGC0000381_AAU39364.1	putative_PLP-dependent_transcriptional_regulator_YcxD	Bacillus licheniformis DSM 13 = ATCC 14580	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0000381	35933..37282	35933	37282	+	NRP	#2E8B57					lichenysin	100			orphan	
BGC0001862_WP_133309179.1	hypothetical_protein	Aeribacillus pallidus	Aeribacillus	#FFFFFF	MIBiG	#0676BE	BGC0001862	590..1480	590	1480	+	RiPP	#4169E1					geocillicin	100			orphan	
BGC0000065_ADE22329.1	DNA_binding_protein	Streptomyces galbus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000065	4877..5941	4877	5941	-	Polyketide	#F4A460					rustmicin	100			orphan	
