ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000700_CAH60128.1	putative_RNA_polymerase_ECF-subfamily_sigma_factor	Streptomyces tenjimariensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000700	2006..2971	2006	2971	+	Saccharide	#FF7D25					istamycin	100			orphan	
fig|6666666.883305.peg.123	cds102858_103950	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.1	49522..50613	49522	50613	+	NRP	#2E8B57	RiPP	#4169E1			lactazole	22	complete	1649	orphan	
BGC0001707_AQM75225.1	transposase	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001707	2983..4077	2983	4077	+	RiPP	#4169E1					nosiheptide	100			orphan	
BGC0000695_CAF31531.1	putative_transposase	Micromonospora olivasterospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000695	1547..2467	1547	2467	-	Saccharide	#FF7D25					fortimicin	100			orphan	
BGC0001555_YP_002539319.1	transposase_InsI_for_insertion_sequence_element_IS30B/C/D	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	30334..31464	30334	31464	+	RiPP	#4169E1					colicin V	100			orphan	
BGC0000159_ABW96549.1	predicted_transcriptional_regulator_protein	Streptomyces spiroverticillatus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000159	88381..89436	88381	89436	+	Polyketide	#F4A460					tautomycin	100			orphan	
BGC0001635_AQZ71349.1	streptomycin_biosynthesis_protein	Nonomuraea sp. ATCC 55076	Nonomuraea	#663300	MIBiG	#0676BE	BGC0001635	48613..49434	48613	49434	+	NRP	#2E8B57	Polyketide	#F4A460			kistamicin A	100			orphan	
BGC0000311_CAG25754.1	StrR_family_transcriptional_regulator	Amycolatopsis balhimycina DSM 5908	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0000311	3011..3976	3011	3976	+	NRP	#2E8B57					balhimycin	100			orphan	
BGC0001955_AYA22339.1	AjrR	Amycolatopsis keratiniphila	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001955	64624..65310	64624	65310	-	Other	#191970					keratinimicin A/keratinimicin B/keratinimicin C/keratinimicin D	100			orphan	
BGC0001461_OLZ50883.1	streptomycin_biosynthesis_protein	Amycolatopsis keratiniphila subsp. nogabecina	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001461	3953..4918	3953	4918	+	NRP	#2E8B57					nogabecin	100			orphan	
BGC0001462_OLZ52648.1	streptomycin_biosynthesis_protein	Amycolatopsis coloradensis	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001462	64463..65419	64463	65419	-	NRP	#2E8B57					avoparcin	100			orphan	
BGC0001459_OKA09420.1	streptomycin_biosynthesis_protein	Amycolatopsis regifaucium	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001459	5011..5976	5011	5976	+	NRP	#2E8B57					decaplanin	100			orphan	
BGC0000418_AIE77054.1	StrR_family_transcriptional_regulator	Amycolatopsis lurida	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0000418	6334..7125	6334	7125	+	NRP	#2E8B57					ristocetin	100			orphan	
BGC0000419_AIG79246.1	StrR-like_regulator	Amycolatopsis japonica	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0000419	64230..65027	64230	65027	-	NRP	#2E8B57	Saccharide	#FF7D25			ristomycin A	100			orphan	
BGC0000455_AEI58862.1	StrR_family_transcriptional_regulator	Amycolatopsis orientalis HCCB10007	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0000455	3664..4638	3664	4638	+	NRP	#2E8B57					vancomycin	100			orphan	
BGC0001460_EME52993.1	streptomycin_biosynthesis_operon_regulator	Amycolatopsis decaplanina DSM 44594	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001460	61672..62646	61672	62646	-	NRP	#2E8B57					decaplanin	100			orphan	
fig|6666666.867955.peg.412	cds448504_449641	Brevibacterium sp.	Brevibacterium	#FF6699	Chile	#FF6600	1.1	8562..9698	8562	9698	+	Polyketide	#F4A460					5-acetyl-5,10-dihydrophenazine-1-carboxylic acid / 5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid / endophenazine A1 / endophenazine F / endophenazine G	21	complete	887	orphan	
BGC0001824_OTA20323.1	helix-turn-helix_transcriptional_regulator	Xenorhabdus beddingii	Xenorhabdus	#FF00FF	MIBiG	#0676BE	BGC0001824	436..1125	436	1125	+	NRP	#2E8B57					xefoampeptides A-G	100			orphan	
BGC0001055_CAJ87568.1	hypothetical_protein	Escherichia coli	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001055	1357..2088	1357	2088	+	NRP	#2E8B57	Polyketide	#F4A460			yersiniabactin	100			orphan	
BGC0001292_ALE27511.1	LuxR_family_transcriptional_regulator	Streptomyces sp. NRRL 12068	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001292	28615..30384	28615	30384	-	Other	#191970					A33853	100			orphan	
BGC0001555_YP_002539390.1	transposase_for_insertion_sequence_element_IS21	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	75709..76065	75709	76065	-	RiPP	#4169E1					colicin V	100			orphan	
BGC0000144_AEZ53941.1	putative_regulatory_protein	Streptomyces albus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000144	8477..9460	8477	9460	-	Polyketide	#F4A460					salinomycin	100			orphan	
fig|6666666.737888.peg.575	cds665903_667160	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	52.3	56734..57990	56734	57990	-	NRP	#2E8B57	Polyketide	#F4A460			s56-p1	11	complete	1447	orphan	
BGC0001771_WP_051872433.1	LysR_family_transcriptional_regulator	Streptomyces sclerotialus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001771	6117..6437	6117	6437	+	NRP	#2E8B57					scleric acid	100			orphan	
BGC0001846_RLV71191.1	GntR_family_DNA-binding_regulator	Streptomyces sp. CBMAI 2042	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001846	13530..14270	13530	14270	-	NRP	#2E8B57	Saccharide	#FF7D25			valinomycin/montanastatin	100			orphan	
BGC0000453_ABA59549.1	putative_transposase	Streptomyces tsusimaensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000453	37938..39266	37938	39266	+	NRP	#2E8B57					valinomycin	100			orphan	
fig|6666666.871048.peg.5913	cds38482_39454	Streptomyces sp. KL122B	Streptomyces	#3333FF	Calakmul	#FFFF00	9.1	23080..24051	23080	24051	+	Terpene	#800080					isorenieratene	100	complete	765	orphan	
BGC0000341_ABD65944.1	unknown	Streptomyces fungicidicus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000341	33630..34565	33630	34565	+	NRP	#2E8B57					enduracidin	100			orphan	
BGC0000223_AEE65485.1	streptomycin_biosynthesis_operon_regulator	uncultured bacterium BAC AB649/1850	uncultured	#660066	MIBiG	#0676BE	BGC0000223	31810..32802	31810	32802	-	Polyketide	#F4A460					rabelomycin/dehydrorabelomycin/fluostatin F/fluostatin G/fluostatin H	100			orphan	
BGC0001904_ALJ99870.1	FlsR2	Micromonospora rosaria	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001904	22838..23863	22838	23863	-	Polyketide	#F4A460					fluostatin	100			orphan	
BGC0001582_AIW58894.1	hypothetical_protein	Nonomuraea sp. MJM5123	Nonomuraea	#663300	MIBiG	#0676BE	BGC0001582	18118..18354	18118	18354	-	NRP	#2E8B57					ecumicin	100			orphan	
BGC0000509_AFN69429.1	recombinase	Staphylococcus epidermidis	Staphylococcus	#009900	MIBiG	#0676BE	BGC0000509	4196..4729	4196	4729	+	RiPP	#4169E1					epilancin 15x	100			orphan	
fig|6666666.871044.peg.5011	cds1253231_1254068	Streptomyces sp. CC210A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	9.10	30030..30866	30030	30866	+	NRP	#2E8B57	Terpene	#800080			herboxidiene	3	complete	502	orphan	
BGC0000105_AAP42850.1	NanT3	Streptomyces nanchangensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000105	3117..3818	3117	3818	+	Polyketide	#F4A460					nanchangmycin	100			orphan	
BGC0000696_CAF31457.2	putative_two-component_system_response_regulator	Micromonospora echinospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000696	61844..62539	61844	62539	-	Saccharide	#FF7D25					gentamicin	100			tcs	BGC0000696_CAF31456.2	PF00512.28
BGC0001603_ARV75734.1	putative_two-component_system_response_regulator	Micromonospora echinospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001603	45763..46458	45763	46458	-	Saccharide	#FF7D25					gentamicin	100			tcs	BGC0001603_ARV75733.1	PF00512.28
BGC0000714_ACN38369.1	putative_two-component_system_response_regulator	Micromonospora inyonensis	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000714	43480..44175	43480	44175	-	Saccharide	#FF7D25					sisomicin	100			tcs	BGC0000714_ACN38368.1	PF00512.28
fig|6666666.883177.peg.601	cds412345_414064	Streptomyces sp. SS52	Streptomyces	#3333FF			1.3	199417..201135	199417	201135	+	NRP	#2E8B57	Polyketide	#F4A460			candicidin	95	complete	1592	orphan	
BGC0000100_AAO65802.1	putative_regulatory_protein	Streptomyces cinnamonensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000100	72051..74993	72051	74993	+	Polyketide	#F4A460					monensin	100			orphan	
BGC0001670_ANZ52465.1	MonH	Streptomyces cinnamonensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001670	63711..66653	63711	66653	+	Polyketide	#F4A460					monensin	100			orphan	
BGC0000565_BAE46924.1	goadsporin_biosynthetic_protein	Streptomyces sp. TP-A0584	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000565	12908..13624	12908	13624	+	RiPP	#4169E1					goadsporin	100			orphan	
BGC0000345_AHB38503.1	LuxR-like_transcriptional_regulator	Streptomyces hygroscopicus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000345	857..1177	857	1177	+	NRP	#2E8B57	Polyketide	#F4A460			eponemycin	100			orphan	
BGC0001829_CUX96948.1	TmcA	Streptomyces chromofuscus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001829	1..213	1	213	+	NRP	#2E8B57	Polyketide	#F4A460			?,?-epoxyketone	100			orphan	
fig|6666666.867955.peg.3501	cds76103_78395	Brevibacterium sp.	Brevibacterium	#FF6699	Chile	#FF6600	2.1	37068..39359	37068	39359	+	NRP	#2E8B57					pepticinnamin E	10	complete	1581	orphan	
BGC0000938_ACG70813.1	transcriptional_regulator	Streptomyces fradiae	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000938	3250..4083	3250	4083	+	Other	#191970					fosfomycin	100			orphan	
BGC0000622_ABS44971.1	P188	Bacillus megaterium	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0000622	3361..3927	3361	3927	+	RiPP	#4169E1					megacin	100			orphan	
BGC0001491_OJF16263.1	AceR3	Couchioplanes caeruleus subsp. caeruleus	Couchioplanes	#FFFFFF	MIBiG	#0676BE	BGC0001491	2443..5214	2443	5214	+	Polyketide	#F4A460					67-121C	100			orphan	
fig|6666666.871046.peg.6324	cds167607_170514	Streptomyces sp. CC228A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	25.2	12772..15678	12772	15678	+	Terpene	#800080						0	complete	800	orphan	
fig|1883.2532.peg.116	cds23889_26796	Streptomyces sp CC53	Streptomyces	#3333FF	CuatroCienegas	#66FF66	121.1	12783..15689	12783	15689	+	NRP	#2E8B57	Terpene	#800080			herboxidiene	3	complete	0	orphan	
fig|6666666.871044.peg.4999	cds1236002_1238909	Streptomyces sp. CC210A	Streptomyces	#3333FF	CuatroCienegas	#66FF66	9.10	12801..15707	12801	15707	+	NRP	#2E8B57	Terpene	#800080			herboxidiene	3	complete	502	orphan	
BGC0000703_BAE95486.1	putative_regulatory_protein	Streptomyces kanamyceticus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000703	83129..83656	83129	83656	+	Saccharide	#FF7D25					kanamycin	100			orphan	
BGC0000502_AHJ59541.1	response_regulator_protein	Bacillus cereus	Bacillus	#00FFCC	MIBiG	#0676BE	BGC0000502	9897..10550	9897	10550	+	RiPP	#4169E1					cerecidin/cerecidin A1/cerecidin A2/cerecidin A3/cerecidin A4/cerecidin A5/cerecidin A6/cerecidin A7	100			tcs	BGC0000502_AHJ59540.1	PF07730.16
fig|56099.17.peg.6365	cds323022_323628	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	36.2	39271..39876	39271	39876	-	Polyketide	#F4A460					4-Z-annimycin	33	complete	810	orphan	
fig|6666666.737673.peg.1439	cds144915_145533	Streptomyces lydicus KL114A	Streptomyces	#3333FF	Calakmul	#FFFF00	224.2	2204..2821	2204	2821	-	RiPP	#4169E1					7-deoxypactamycin	7	complete	1028	orphan	
BGC0001709_AVX51111.1	nysRII	Streptomyces albulus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001709	113575..116433	113575	116433	+	Polyketide	#F4A460					nystatin	100			orphan	
BGC0000115_AAF71779.1	nysRII	Streptomyces noursei ATCC 11455	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000115	114182..117043	114182	117043	+	Polyketide	#F4A460	Saccharide	#FF7D25			nystatin A1	100			orphan	
BGC0000123_AAQ84139.1	PlmR5	Streptomyces sp. HK803	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000123	1..2826	1	2826	-	Polyketide	#F4A460					phoslactomycin B	100			orphan	
BGC0000141_CAI94711.1	putative_transcription_regulator	Streptomyces achromogenes subsp. rubradiris	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000141	58781..59782	58781	59782	+	Polyketide	#F4A460					rubradirin	100			orphan	
BGC0000679_EWM63033.1	LigA_protein	Micromonospora sp. M42	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000679	4850..7537	4850	7537	-	Terpene	#800080					diazepinomicin	100			orphan	
BGC0001848_AXO35203.1	regulatory_protein_LuxR_family	Micromonospora sp. B006	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001848	31936..34575	31936	34575	+	Other	#191970					diazaquinomycin H/diazaquinomycin J	100			orphan	
fig|6666666.883305.peg.4253	cds3573641_3574388	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.16	8528..9274	8528	9274	-	Polyketide	#F4A460					metatricycloene	6	complete	1659	orphan	
BGC0000123_AAQ84162.1	PlmR1	Streptomyces sp. HK803	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000123	66398..69217	66398	69217	-	Polyketide	#F4A460					phoslactomycin B	100			orphan	
BGC0000845_EDY47144.1	transcriptional_regulator	Streptomyces clavuligerus ATCC 27064	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000845	33013..33531	33013	33531	-	Other	#191970					clavulanic acid	100			orphan	
BGC0000665_CCH63740.1	XiaN_protein	Streptomyces sp. HKI0576	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000665	15358..18309	15358	18309	-	Alkaloid	#FEF739	Terpene	#800080			xiamycin	100			orphan	
BGC0000666_AFK78083.1	XiaQ	Streptomyces sp. SCSIO 02999	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000666	20897..23875	20897	23875	-	Terpene	#800080					xiamycin A	100			orphan	
