ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000766_ABM21424.1	transcriptional_regulator	Lactobacillus johnsonii	Lactobacillus	#33CCCC	MIBiG	#0676BE	BGC0000766	33585..34709	33585	34709	+	Saccharide	#FF7D25					exopolysaccharide	100			orphan	
BGC0000767_ABM21447.1	transcriptional_regulator	Lactobacillus johnsonii	Lactobacillus	#33CCCC	MIBiG	#0676BE	BGC0000767	21837..22961	21837	22961	+	Saccharide	#FF7D25					exopolysaccharide	100			orphan	
BGC0000121_AGO59050.1	PtaR1	Pestalotiopsis fici	Pestalotiopsis	#FFFFFF	MIBiG	#0676BE	BGC0000121	17495..19027	17495	19027	+	Polyketide	#F4A460					RES-1214-2	100			orphan	
BGC0001038_AGC24257.1	prlC	Nonomuraea spiralis	Nonomuraea	#663300	MIBiG	#0676BE	BGC0001038	8811..9455	8811	9455	-	NRP	#2E8B57	Polyketide	#F4A460			pyralomicin 1a	100			orphan	
BGC0001303_ALA09361.1	transcriptional_regulator	Micromonospora sp. RL09-050-HVF-A	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001303	56632..57075	56632	57075	-	Polyketide	#F4A460					lobosamide A/lobosamide B/lobosamide C	100			orphan	
BGC0000105_AAP42876.1	NanR3	Streptomyces nanchangensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000105	101593..102600	101593	102600	+	Polyketide	#F4A460					nanchangmycin	100			orphan	
fig|56099.17.peg.6587	cds60322_60517	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	26.2	7576..7770	7576	7770	-	NRP	#2E8B57					napsamycin A / napsamycin B / napsamycin C / napsamycin D / mureidomycin A / mureidomycin B	13	complete	1180	orphan	
BGC0001083_AGH68895.1	MerR-like_transcriptional_regulator	Streptomyces sp. CNH189	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001083	10838..11023	10838	11023	-	Polyketide	#F4A460	Terpene	#800080			merochlorin A/merochlorin B/deschloro-merochlorin A/deschloro-merochlorin B/isochloro-merochlorin B/dichloro-merochlorin B/merochlorin D/merochlorin C	100			orphan	
BGC0000934_AHW81467.1	EpaH	Kitasatospora sp. HKI 714	Kitasatospora	#FF9900	MIBiG	#0676BE	BGC0000934	8034..8189	8034	8189	-	Other	#191970					5-acetyl-5,10-dihydrophenazine-1-carboxylic acid/5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid/endophenazine A1/endophenazine F/endophenazine G	100			orphan	
BGC0001964_AYM52850.1	MarR_family_transcriptional_regulator	Cystobacterineae bacterium	Cystobacterineae	#3366CC	MIBiG	#0676BE	BGC0001964	11666..12259	11666	12259	-	Polyketide	#F4A460					alkylpyrone-407/alkylpyrone-393	100			orphan	
BGC0001807_ATL73024.1	transcriptional_regulator	Streptomyces pactum	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001807	1108..1953	1108	1953	-	NRP	#2E8B57	Polyketide	#F4A460			totopotensamide A/totopotensamide B	100			orphan	
BGC0000069_AHA38196.1	GphC	Archangium violaceum Cb vi76	Archangium	#00CC66	MIBiG	#0676BE	BGC0000069	2466..3680	2466	3680	-	Polyketide	#F4A460					gephyronic acid	100			orphan	
BGC0001783_AFW04595.1	LuxR_family_transcriptional_regulator	Streptomyces flocculus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001783	57420..58187	57420	58187	-	Other	#191970					streptonigrin	100			orphan	
BGC0001555_YP_002539368.1	SopA	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	56429..57604	56429	57604	-	RiPP	#4169E1					colicin V	100			orphan	
fig|6666666.540754.peg.6987	cds332846_333281	Streptomyces sp. CC224E	Streptomyces	#3333FF	CuatroCienegas	#66FF66	8.1	11736..12170	11736	12170	-	Polyketide	#F4A460	Other	#191970			daptomycin	7	complete	1746	orphan	
fig|6666666.737891.peg.6607	cds356841_357276	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	14.1	11736..12170	11736	12170	-	Polyketide	#F4A460	Other	#191970			daptomycin	7	complete	1746	orphan	
BGC0000264_CAE51186.1	RemP_protein	Streptomyces resistomycificus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000264	15208..15873	15208	15873	-	Polyketide	#F4A460					resistomycin/resistoflavine	100			orphan	
BGC0001942_AYJ71724.1	LuxR_family_transcriptional_regulator	Streptomyces rimosus subsp. paromomycinus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001942	31403..32431	31403	32431	-	NRP	#2E8B57	Polyketide	#F4A460			malonomycin	100			orphan	
fig|6666666.867962.peg.6746	cds247883_249002	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	45.2	1469..2587	1469	2587	+	NRP	#2E8B57	Polyketide	#F4A460			herboxidiene	6	complete	1445	orphan	
fig|6666666.867963.peg.6006	cds448448_448643	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	10.1	2645..2839	2645	2839	-	RiPP	#4169E1					radamycin / globimycin	94	complete	869	orphan	
fig|6666666.871048.peg.743	cds843512_844883	Streptomyces sp. KL122B	Streptomyces	#3333FF	Calakmul	#FFFF00	15.3	18608..19978	18608	19978	-	Other	#191970					A-factor	100	complete	543	orphan	
BGC0000394_AGD80632.1	transcriptional_regulator	Streptomyces lusitanus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000394	51312..51977	51312	51977	-	NRP	#2E8B57					naphthyridinomycin	100			orphan	
fig|6666666.737892.peg.5262	cds182820_183765	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	68.1	53548..54492	53548	54492	+	NRP	#2E8B57	Polyketide	#F4A460			collismycin A	74	complete	2415	orphan	
fig|56099.17.peg.7200	cds720004_720283	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	26.6	17697..17975	17697	17975	+	NRP	#2E8B57	Polyketide	#F4A460	Saccharide	#CC3300	stigmatellin	40	complete	2510	orphan	
BGC0001295_ALA99206.1	CreG	Streptomyces cremeus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001295	11179..11928	11179	11928	-	Other	#191970					cremeomycin	100			orphan	
BGC0001596_WP_107071373.1	hypothetical_protein	Streptomyces albus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001596	29652..31013	29652	31013	+	Polyketide	#F4A460					fluostatins M-Q	100			orphan	
BGC0001955_AYA22339.1	AjrR	Amycolatopsis keratiniphila	Amycolatopsis	#CC0000	MIBiG	#0676BE	BGC0001955	64624..65310	64624	65310	-	Other	#191970					keratinimicin A/keratinimicin B/keratinimicin C/keratinimicin D	100			orphan	
BGC0000289_CAD91199.1	putative_regulator_StrR_family	Nonomuraea gerenzanensis	Nonomuraea	#663300	MIBiG	#0676BE	BGC0000289	11468..12433	11468	12433	-	NRP	#2E8B57	Saccharide	#FF7D25			A40926	100			orphan	
fig|6666666.737888.peg.572	cds663331_664573	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	52.3	54162..55403	54162	55403	+	NRP	#2E8B57	Polyketide	#F4A460			s56-p1	11	complete	1447	orphan	
fig|6666666.540227.peg.6230	cds345111_345420	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	33.1	14632..14940	14632	14940	-	NRP	#2E8B57					calicheamicin	4	complete	586	orphan	
fig|6666666.540613.peg.1107	cds82319_82631	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	40439..40750	40439	40750	+	NRP	#2E8B57					calicheamicin	4	complete	565	orphan	
fig|6666666.540615.peg.816	cds181283_181595	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	19.1	12877..13188	12877	13188	-	NRP	#2E8B57					calicheamicin	4	complete	565	orphan	
fig|6666666.871043.peg.6503	cds187734_188046	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	12859..13170	12859	13170	-	NRP	#2E8B57					calicheamicin	4	complete	568	orphan	
fig|6666666.590942.peg.229	cds36601_37645	Actinokineospora sp.	Actinokineospora	#FFFFFF			40.1	14587..15630	14587	15630	-	NRP	#2E8B57	Polyketide	#F4A460			atratumycin	26	complete	1560	orphan	
fig|6666666.871047.peg.7040	cds97092_97698	Streptomyces sp. KL111A	Streptomyces	#3333FF	Calakmul	#FFFF00	21.1	16493..17098	16493	17098	+	NRP	#2E8B57					thiotetroamide	11	complete	1422	orphan	
BGC0001555_YP_002539390.1	transposase_for_insertion_sequence_element_IS21	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	75709..76065	75709	76065	-	RiPP	#4169E1					colicin V	100			orphan	
BGC0001555_YP_002539439.1	hypothetical_protein	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	102460..102732	102460	102732	+	RiPP	#4169E1					colicin V	100			orphan	
BGC0001555_YP_002539278.1	hypothetical_protein	Escherichia coli chi7122	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001555	44..334	44	334	+	RiPP	#4169E1					colicin V	100			orphan	
fig|6666666.540227.peg.2056	cds61268_61868	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	13.1	45604..46203	45604	46203	+	NRP	#2E8B57					coelibactin	27	complete	1576	orphan	
BGC0001560_ARO38318.1	transcriptional_regulator_MerR_family	Moorea producens JHB	Moorea	#6699FF	MIBiG	#0676BE	BGC0001560	25590..26078	25590	26078	+	NRP	#2E8B57	Polyketide	#F4A460			cryptomaldamide	100			orphan	
fig|6666666.867957.peg.1613	cds35506_36253	Kocuria_H-KB5 sp.	Kocuria	#003366	Chile	#FF6600	12.1	6823..7569	6823	7569	+	Polyketide	#F4A460	Other	#191970			microansamycin	7	complete	817	orphan	
fig|6666666.867963.peg.3255	cds782606_783230	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	13.4	17356..17979	17356	17979	-	RiPP	#4169E1						0	complete	849	orphan	
fig|6666666.540227.peg.6249	cds376146_376416	Nocardia sp. CC227C	Nocardia	#66FF66	CuatroCienegas	#66FF66	33.1	45667..45936	45667	45936	-	NRP	#2E8B57					calicheamicin	4	complete	586	orphan	
fig|6666666.540613.peg.1087	cds48935_49205	Nocardia sp. CC213A	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	7055..7324	7055	7324	+	NRP	#2E8B57					calicheamicin	4	complete	565	orphan	
fig|6666666.540615.peg.835	cds214709_214979	Nocardia sp. CC216A	Nocardia	#66FF66	CuatroCienegas	#66FF66	19.1	46303..46572	46303	46572	-	NRP	#2E8B57					calicheamicin	4	complete	565	orphan	
fig|6666666.871043.peg.6523	cds221182_221452	Nocardia sp. CC201C	Nocardia	#66FF66	CuatroCienegas	#66FF66	14.1	46307..46576	46307	46576	-	NRP	#2E8B57					calicheamicin	4	complete	568	orphan	
fig|6666666.737888.peg.7915	cds180396_180648	Streptomyces sp. CC219B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	24.1	1983..2234	1983	2234	-	Polyketide	#F4A460					formicamycins A-M	13	complete	1365	orphan	
fig|6666666.867958.peg.2381	cds2488413_2488683	Rhodococcus_HCA8f sp.	Rhodococcus	#00CC00	Chile	#FF6600	2.8	9552..9821	9552	9821	+	Polyketide	#F4A460						0	complete	243	orphan	
BGC0000226_AAP69588.1	putative_repressor	Streptomyces griseoflavus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000226	15618..16643	15618	16643	+	Polyketide	#F4A460					gilvocarcin V	100			orphan	
fig|6666666.867962.peg.8421	cds307375_308401	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	34.1	11344..12369	11344	12369	+	Polyketide	#F4A460	Terpene	#800080	Other	#191970	cytorhodin	49	complete	1159	orphan	
