ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0001055_CAJ87568.1	hypothetical_protein	Escherichia coli	Escherichia	#FFFFCC	MIBiG	#0676BE	BGC0001055	1357..2088	1357	2088	+	NRP	#2E8B57	Polyketide	#F4A460			yersiniabactin	100			orphan	
BGC0000872_BAJ05884.1	putative_SAM-dependent_methyltransferase	Streptomyces sp. SANK 60405	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000872	9198..9818	9198	9818	+	Other	#191970					A-90289 A/A-90289 B	100			orphan	
fig|6666666.590939.peg.6102	cds115009_115927	Streptomyces rochei CC48	Streptomyces	#3333FF	CuatroCienegas	#66FF66	280.2	5370..6287	5370	6287	+	Other	#191970					7-prenylisatin	100	complete	547	orphan	
fig|6666666.590940.peg.6833	cds11510_12428	Streptomyces rochei CC36	Streptomyces	#3333FF	CuatroCienegas	#66FF66	43.1	5370..6287	5370	6287	+	Other	#191970					7-prenylisatin	100	complete	547	orphan	
fig|6666666.883177.peg.300	cds92061_92979	Streptomyces sp. SS52	Streptomyces	#3333FF			1.1	14302..15219	14302	15219	-	Other	#191970					7-prenylisatin	100	complete	547	orphan	
fig|6666666.590938.peg.5948	cds57470_58388	Streptomyces rochei CC71	Streptomyces	#3333FF	CuatroCienegas	#66FF66	78.1	14894..15811	14894	15811	-	Other	#191970					7-prenylisatin	100	complete	547	orphan	
BGC0000700_CAI60005.1	putative_resolvase/invertase	Streptomyces tenjimariensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000700	67391..67903	67391	67903	-	Saccharide	#FF7D25					istamycin	100			orphan	
BGC0001940_AXM42918.1	transcriptional_activator_TipA	Pyxidicoccus fallax	Pyxidicoccus	#000099	MIBiG	#0676BE	BGC0001940	9010..9771	9010	9771	-	Polyketide	#F4A460					pyxidicycline A/pyxidicycline B	100			orphan	
BGC0001217_AIN46707.1	7-cyano-7-deazaguanine_synthase	Streptomyces qinglanensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001217	1..696	1	696	+	Other	#191970					PreQ0 Base	100			orphan	
BGC0000503_CAD60517.1	Cinorf4_protein	Streptomyces cinnamoneus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000503	454..1026	454	1026	+	RiPP	#4169E1					cinnamycin	100			orphan	
fig|6666666.737891.peg.6796	cds586850_587423	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	14.2	87538..88110	87538	88110	-	NRP	#2E8B57	Polyketide	#F4A460			neocarzilin A / neocarzilin B	50	complete	2382	orphan	
BGC0001967_QED88047.1	putative_XRE_family_transcriptional_regulator	Streptomyces hawaiiensis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001967	2211..2717	2211	2717	-	NRP	#2E8B57					acyldepsipeptide 1	100			orphan	
fig|6666666.540754.peg.6987	cds332846_333281	Streptomyces sp. CC224E	Streptomyces	#3333FF	CuatroCienegas	#66FF66	8.1	11736..12170	11736	12170	-	Polyketide	#F4A460	Other	#191970			daptomycin	7	complete	1746	orphan	
