ID	gene	Organism	Genus	Genus__colour	Source	Source__colour	Accesion/Region	Position	start	end	Strand	Class1	Class1__colour	Class2	Class2__colour	Class3	Class3__colour	Product	Similarity	completeness	distance	TCS	TCS_gene	Pfam
BGC0000610_ACR48327.1	Nos1	Streptomyces actuosus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000610	1..978	1	978	-	RiPP	#4169E1					nosiheptide	100			orphan	
BGC0001765_AMD57687.1	GlcNAc_transferase	Agrobacterium tumefaciens	Agrobacterium	#9933FF	MIBiG	#0676BE	BGC0001765	1..900	1	900	+	Saccharide	#FF7D25					salecan	100			orphan	
BGC0000603_ACS50127.1	unknown	Streptomyces hygroscopicus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000603	8700..9827	8700	9827	-	RiPP	#4169E1					cyclothiazomycin	100			orphan	
fig|6666666.867963.peg.297	cds52260_54138	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	22.1	1423..3300	1423	3300	-	RiPP	#4169E1						0	complete	875	orphan	
fig|6666666.867963.peg.384	cds153662_155540	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	22.2	6387..8264	6387	8264	+	RiPP	#4169E1						0	complete	875	orphan	
BGC0000703_BAE95415.1	putative_serine/threonine_protein_kinase	Streptomyces kanamyceticus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000703	1..3333	1	3333	-	Saccharide	#FF7D25					kanamycin	100			orphan	
fig|56099.17.peg.1164	cds207705_210702	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	4.2	61285..64281	61285	64281	+	NRP	#2E8B57	Polyketide	#F4A460	Other	#191970	fortimicin	6	complete	1775	orphan	
BGC0000274_AFY23047.1	TamP	uncultured bacterium	uncultured	#660066	MIBiG	#0676BE	BGC0000274	31360..34431	31360	34431	-	Polyketide	#F4A460					tetarimycin A/tetarimycin B	100			orphan	
BGC0001053_CAF05634.1	hypothetical_protein	Archangium disciforme	Archangium	#00CC66	MIBiG	#0676BE	BGC0001053	12841..13881	12841	13881	+	NRP	#2E8B57	Polyketide	#F4A460			tubulysin A	100			orphan	
fig|6666666.871047.peg.2951	cds302200_303490	Streptomyces sp. KL111A	Streptomyces	#3333FF	Calakmul	#FFFF00	99.1	13012..14301	13012	14301	-	Terpene	#800080					geosmin	100	complete	629	orphan	
BGC0000918_BAB69151.1	hypothetical_protein	Streptomyces avermitilis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000918	1897..3486	1897	3486	-	Other	#191970					ochronotic pigment	100			orphan	
BGC0000794_AAR99603.1	WsaA	Geobacillus stearothermophilus	Geobacillus	#FFCC99	MIBiG	#0676BE	BGC0000794	3426..3935	3426	3935	+	Saccharide	#FF7D25					S-layer glycan	100			orphan	
fig|6666666.582862.peg.6606	cds9296_10133	Streptomyces sp. CC219Ahyb	Streptomyces	#3333FF	CuatroCienegas	#66FF66	172.1	1976..2812	1976	2812	+	Terpene	#800080						0	complete	690	orphan	
fig|6666666.883305.peg.8731	cds7438068_7440345	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.28	91942..94218	91942	94218	+	NRP	#2E8B57	Polyketide	#F4A460			streptobactin	94	complete	1100	orphan	
BGC0000596_SSPG_05082	protein_kinase	Streptomyces lividans TK24	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000596	1253..4369	1253	4369	-	RiPP	#4169E1					SLI-2138	100			orphan	
BGC0000596_WP_063628645.1	protein_kinase	Streptomyces lividans TK24	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000596	1253..4370	1253	4370	-	RiPP	#4169E1					SLI-2138	100			orphan	
BGC0000595_NP_626693.1	Ser/Thr_protein_kinase_(regulator)	Streptomyces coelicolor A3(2)	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000595	16470..20519	16470	20519	+	RiPP	#4169E1					SCO-2138	100			orphan	
fig|6666666.867957.peg.41	cds39938_40646	Kocuria_H-KB5 sp.	Kocuria	#003366	Chile	#FF6600	8.1	14181..14888	14181	14888	+	NRP	#2E8B57					branched-chain fatty acids	100	complete	972	orphan	
fig|56099.17.peg.925	cds94036_94894	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	21.1	24999..25856	24999	25856	+	Polyketide	#F4A460					alkyl-O-dihydrogeranyl-methoxyhydroquinones	57	complete	1101	orphan	
fig|6666666.737673.peg.2607	cds61011_61725	Streptomyces lydicus KL114A	Streptomyces	#3333FF	Calakmul	#FFFF00	255.2	12752..13465	12752	13465	+	RiPP	#4169E1						0	complete	1061	orphan	
fig|6666666.871047.peg.3360	cds47210_48077	Streptomyces sp. KL111A	Streptomyces	#3333FF	Calakmul	#FFFF00	24.1	8503..9369	8503	9369	-	RiPP	#4169E1					macrotetrolide	16	complete	994	orphan	
BGC0000376_BAP16683.1	SARP_family_transcriptional_regulator	Streptomyces sp. Sp080513GE-23	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000376	2135..3004	2135	3004	+	NRP	#2E8B57					JBIR-34/JBIR-35	100			orphan	
BGC0001961_QCE20612.1	AsmQ	Streptomyces sp.	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001961	29240..30016	29240	30016	-	NRP	#2E8B57					ashimides	100			orphan	
BGC0001368_WP_051700101.1	hypothetical_protein	Streptomyces sp. NRRL F-4474	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001368	3749..4747	3749	4747	+	NRP	#2E8B57					JBIR-126	100			orphan	
fig|6666666.867963.peg.5405	cds479839_480340	Streptomyces_Vc67-4 sp.	Streptomyces	#3333FF	Chile	#FF6600	25.5	51203..51703	51203	51703	-	Polyketide	#F4A460	Terpene	#800080			spore pigment	83	complete	1104	orphan	
fig|6666666.883305.peg.8780	cds7477027_7477666	Streptomyces cavernau (antesactinokineospora)	Streptomyces	#3333FF			3.29	20373..21011	20373	21011	-	Terpene	#800080						0	complete	449	orphan	
fig|6666666.563200.peg.4252	cds14256_14757	Streptomyces sp. CC216B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	156.1	1874..2374	1874	2374	+	Terpene	#800080					geosmin	100	complete	329	orphan	
fig|6666666.582834.peg.2616	cds39710_40211	Streptomyces sp. CC213Dhyb	Streptomyces	#3333FF	CuatroCienegas	#66FF66	38.1	1878..2378	1878	2378	+	Terpene	#800080					geosmin	100	complete	618	orphan	
fig|6666666.737892.peg.7358	cds22167_22668	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	4.1	1874..2374	1874	2374	+	Terpene	#800080					geosmin	100	complete	329	orphan	
fig|6666666.867962.peg.6877	cds375829_376330	Streptomyces_VB1 sp.	Streptomyces	#3333FF	Chile	#FF6600	45.4	1700..2200	1700	2200	+	Terpene	#800080					carotenoid	100	complete	837	orphan	
BGC0000625_BAN83917.1	putative_SARP_family_regulator	Streptomyces olivoviridis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0000625	8190..9017	8190	9017	+	RiPP	#4169E1					thioviridamide	100			orphan	
BGC0001803_BAN83917.1	putative_SARP_family_regulator	Streptomyces olivoviridis	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001803	8190..9017	8190	9017	+	RiPP	#4169E1					thioviridamide	100			orphan	
BGC0001060_ACB47044.1	CalR2-like_protein	Micromonospora chersina	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001060	20782..22653	20782	22653	-	Polyketide	#F4A460					dynemicin A	100			orphan	
BGC0000033_AAM94777.1	CalR2	Micromonospora echinospora	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0000033	17960..19825	17960	19825	+	Polyketide	#F4A460					calicheamicin	100			orphan	
BGC0001060_ACB47053.1	DynR2	Micromonospora chersina	Micromonospora	#FFFF66	MIBiG	#0676BE	BGC0001060	35283..37166	35283	37166	-	Polyketide	#F4A460					dynemicin A	100			orphan	
fig|6666666.590942.peg.2060	cds124514_127268	Actinokineospora sp.	Actinokineospora	#FFFFFF			123.2	9598..12351	9598	12351	-	NRP	#2E8B57	Polyketide	#F4A460	Saccharide	#CC3300	cetoniacytone A	38	complete	1950	orphan	
BGC0000632_KZM73513.1	hypothetical_protein	Nocardia terpenica	Nocardia	#66FF66	MIBiG	#0676BE	BGC0000632	1..1860	1	1860	+	Saccharide	#FF7D25	Terpene	#800080			brasilicardin A	100			orphan	
fig|6666666.540621.peg.2420	cds21164_21971	Nocardiopsis sp. CC223A	Nocardiopsis	#00CC99	CuatroCienegas	#66FF66	101.1	6597..7403	6597	7403	+	Other	#191970						0	complete	541	orphan	
BGC0001387_AMP46592.1	putative_transcriptional_regulatory_protein	Streptomyces calvus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001387	4408..7578	4408	7578	+	Other	#191970					nucleocidin	100			orphan	
fig|6666666.590942.peg.3024	cds92627_95399	Actinokineospora sp.	Actinokineospora	#FFFFFF			132.1	2134..4905	2134	4905	-	Polyketide	#F4A460					JBIR-76 / JBIR-77	56	complete	1801	orphan	
fig|6666666.563200.peg.5369	cds53441_54338	Streptomyces sp. CC216B	Streptomyces	#3333FF	CuatroCienegas	#66FF66	79.1	25909..26805	25909	26805	-	RiPP	#4169E1						0	complete	778	orphan	
fig|6666666.737892.peg.3907	cds20566_21463	Streptomyces sp. KL115B	Streptomyces	#3333FF	Calakmul	#FFFF00	24.1	4316..5212	4316	5212	+	RiPP	#4169E1						0	complete	778	orphan	
BGC0001065_AEZ64593.1	SARP_family_transcriptional_regulator	Streptomyces chromofuscus	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001065	151248..152033	151248	152033	-	Polyketide	#F4A460					herboxidiene	100			orphan	
fig|56099.17.peg.777	cds32511_35316	Lentzea sp. cc55	Lentzea	#D60093	CuatroCienegas	#66FF66	30.1	2733..5537	2733	5537	+	RiPP	#4169E1						0	complete	547	orphan	
fig|6666666.737891.peg.6774	cds544008_545961	Streptomyces sp. KL109B	Streptomyces	#3333FF	Calakmul	#FFFF00	14.2	44696..46648	44696	46648	+	NRP	#2E8B57	Polyketide	#F4A460			neocarzilin A / neocarzilin B	50	complete	2382	orphan	
BGC0001801_CCA53792.1	hypothetical_protein	Streptomyces venezuelae ATCC 10712	Streptomyces	#3333FF	MIBiG	#0676BE	BGC0001801	2732..4678	2732	4678	-	NRP	#2E8B57					thiazostatin/watasemycin A/watasemycin B/2-hydroxyphenylthiazoline enantiopyochelin/isopyochelin	100			orphan	
